Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
22/06/2019 00:26:42,Frequentemente,16,Homem,Rio Grande do Sul – RS,Não Estuda e Não Trabalha,Ensino Fundamental Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,Mundo Aberto,Grand Theft Auto V,R$151 a R$200
22/06/2019 00:26:53,Regularmente,24,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Ori ,Nada
22/06/2019 00:27:57,Frequentemente,27,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE, Nintendo Switch",Loja física,"Aventura, Luta, RPG/MMORPG, Plataforma",Mega Man X (SNES),R$151 a R$200
22/06/2019 00:29:52,Frequentemente,15,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,FPS/TPS,Rainbow six,R$51 a R$100
22/06/2019 00:31:11,Regularmente,17,Homem,Santa Catarina – SC,Só Estuda,Ensino Médio Incompleto,Notebook,Sim,4 GB,AMD,Amd A4 5000 Quad-Core 1.8Ghz,AMD,Onboard Amd Readeon HD 8330 512mb,1 GB,Loja física,,,FPS/TPS,Counter-Strike,Nada
22/06/2019 00:31:36,Frequentemente,21,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,Estratégia e sobrevivência,Rust e lords mobile,mais de R$200
22/06/2019 00:33:10,Frequentemente,33,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"PSP, Playstation 3, Playstation 4, XBOX 360, XBOX ONE, Playstation, Playstation 2, Xbox, Wii, Gamecube, Dreamcast, Neo Geo, Sega Saturn, Mega Drive, Super Nintendo, 3do, Nintendo 64, Game Boy, Game Boy Color, Game Boy Advance, Nintendo DS, Nes, Master System, Atari 2600, Odissey, Msx 2",Loja virtual,"Aventura, Mundo Aberto, RPG/MMORPG, Sobrevivência",Final Fantasy VII,R$1 a R$50
22/06/2019 00:35:15,Regularmente,20,Homem,Distrito Federal – DF,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,A10 7850k,Nvidia,Gtx 1050ti,4 GB,Loja virtual,,,"FPS/TPS, RPG/MMORPG, Simulação, Sobrevivência",Arma3,Nada
22/06/2019 00:35:45,Frequentemente,17,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Gears of war(todos)  e halo(todos) ,R$151 a R$200
22/06/2019 00:37:26,Frequentemente,33,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Battlefield 4,R$101 a R$150
22/06/2019 00:37:57,Frequentemente,32,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5,Nvidia,Hd5000,2 GB,Loja física,,,"MOBA, Sobrevivência",Lol,R$51 a R$100
22/06/2019 00:39:36,Frequentemente,29,Homem,Santa Catarina – SC,Não Estuda e Não Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Não,,,,,,,,,,"Mundo Aberto, RPG/MMORPG",Lineage 2,mais de R$200
22/06/2019 00:39:37,Regularmente,17,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Outros (Celular),,,,,,,,,,,"ARCADE, Aventura, Mundo Aberto, Simulação, Sobrevivência",PUGB,R$1 a R$50
22/06/2019 00:39:56,Frequentemente,40,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i3,Nvidia,gtx1050 ti,4 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS",WOT,R$51 a R$100
22/06/2019 00:41:56,Frequentemente,31,Mulher,Rio de Janeiro – RJ,Não Estuda e Não Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, FPS/TPS, Sobrevivência",Rainbown Six,R$1 a R$50
22/06/2019 00:42:00,Frequentemente,18,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,Mundo Aberto,Rede dead redemption 2,R$51 a R$100
22/06/2019 00:42:41,Frequentemente,20,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,FPS/TPS,PUBG,R$101 a R$150
22/06/2019 00:45:31,Regularmente,20,Homem,Goiás – GO,Não Estuda e Não Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Corrida, Esporte, FPS/TPS",FIFA,R$1 a R$50
22/06/2019 00:47:16,Regularmente,26,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, Mundo Aberto",Battlefield 3,R$51 a R$100
22/06/2019 00:48:04,Regularmente,16,Mulher,Rio Grande do Norte – RN,Estuda e Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Aventura, FPS/TPS, RPG/MMORPG",Smite,Nada
22/06/2019 00:49:09,Frequentemente,27,Homem,Paraná – PR,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"Playstation 3, Playstation 4, XBOX ONE",Loja virtual,"Aventura, Esporte, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG",Qualquer final fantasy ,R$51 a R$100
22/06/2019 00:49:28,Frequentemente,21,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I7 3770,Nvidia,GTX 1060 ,3 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",The Witcher 3,R$1 a R$50
22/06/2019 00:50:05,Frequentemente,24,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"FPS/TPS, Battleroyale ",Battlefield,R$101 a R$150
22/06/2019 00:52:34,Regularmente,16,Homem,Mato Grosso – MT,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,12 GB,Intel,i5 3330,Nvidia,gtx 750ti,2 GB,Loja física,,,FPS/TPS,pubg,Nada
22/06/2019 00:53:24,Frequentemente,17,Homem,Acre – AC,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i3 8100,Nvidia,GT 1030,4 GB,Loja virtual,,,"MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",Skyrim,R$1 a R$50
22/06/2019 00:53:28,Frequentemente,32,Homem,São Paulo – SP,Só Trabalha,Ensino Fundamental Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Esporte, Mundo Aberto, RPG/MMORPG",Gta,mais de R$200
22/06/2019 00:55:38,Frequentemente,16,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen 5 2600,AMD,RX 580,8 GB,Loja física,,,"Aventura, Esporte, FPS/TPS",Counter Strike Global Offensive,R$51 a R$100
22/06/2019 00:55:51,Frequentemente,17,Homem,Ceará – CE,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX 6300,Nvidia,GTX 1060,6 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, Sobrevivência, Terror",Rust,R$101 a R$150
22/06/2019 00:56:02,Frequentemente,20,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, Pc",Loja virtual,"Aventura, FPS/TPS, Luta, Mundo Aberto",Mortal Kombat ,R$151 a R$200
22/06/2019 00:56:25,Frequentemente,19,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,Aventura,The Witcher 3,R$151 a R$200
22/06/2019 00:56:39,Frequentemente,29,Homem,Rio de Janeiro – RJ,Não Estuda e Não Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG",Guitar Hero,R$51 a R$100
22/06/2019 00:56:53,Frequentemente,22,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE",Loja física,"Esporte, FPS/TPS, Luta",The last of us,R$1 a R$50
22/06/2019 01:00:24,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Aventura, Corrida, Esporte, FPS/TPS, Luta, Terror",Rainbow Six Siege,R$101 a R$150
22/06/2019 01:01:02,Regularmente,39,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE",Loja virtual,"ARCADE, Aventura, Corrida, Esporte, Mundo Aberto",Forza,R$151 a R$200
22/06/2019 01:01:25,Regularmente,32,Homem,Minas Gerais – MG,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Esporte, Simulação",FIFA,R$1 a R$50
22/06/2019 01:01:56,Frequentemente,31,Mulher,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,FPS/TPS,rainbowsixsiege,mais de R$200
22/06/2019 01:02:32,Regularmente,27,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Aventura, Luta, RPG/MMORPG, Sobrevivência",Final fantasy tactics,R$51 a R$100
22/06/2019 01:04:26,Frequentemente,42,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Esporte, FPS/TPS, Luta, RPG/MMORPG",Star Wars Battefront 2,R$51 a R$100
22/06/2019 01:05:22,Frequentemente,14,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,6 GB,Intel,i3-3220,Nvidia,Intel HD Graphics,2 GB,Loja física,,,"ARCADE, Mundo Aberto, RPG/MMORPG, Sobrevivência",osu!,Nada
22/06/2019 01:05:52,Regularmente,17,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3330,Nvidia,GTX 1050Ti,4 GB,Loja física,,,MOBA,League Of Legends,Nada
22/06/2019 01:12:46,Frequentemente,14,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Corrida, Esporte, RPG/MMORPG, Sobrevivência",NBA 2K19,R$1 a R$50
22/06/2019 01:12:56,Frequentemente,29,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"FPS/TPS, RPG/MMORPG, Sobrevivência, Terror",Battlefield,R$1 a R$50
22/06/2019 01:15:26,Regularmente,19,Homem,Rio de Janeiro – RJ,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4440,Nvidia,GTX 1050 TI ,4 GB,Loja física,,,FPS/TPS,CSGO,R$51 a R$100
22/06/2019 01:15:44,Frequentemente,20,Homem,Goiás – GO,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 4709,Nvidia,gtx 1060,6 GB,Loja física,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação",Ace combat 7 ,R$51 a R$100
22/06/2019 01:17:49,Frequentemente,16,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,AMD,2200g,AMD,vega 8(integrada),2 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Mundo Aberto, Simulação",far cry 3,R$1 a R$50
22/06/2019 01:19:40,Frequentemente,39,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Esporte, Luta, Mundo Aberto, Simulação, Sobrevivência",Fifa,R$51 a R$100
22/06/2019 01:20:36,Frequentemente,15,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Fundamental Completo,Notebook,Sim,8 GB,Intel,i5 ,Nvidia,i5- 7200U CPU 2.70Ghz ,4 GB,Loja física,,,"Corrida, FPS/TPS, Mundo Aberto, Sobrevivência, Battle royale ","PUBG LITE, CSGO",R$1 a R$50
22/06/2019 01:21:45,Frequentemente,27,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, Esporte, Luta, Mundo Aberto, Terror",Forza Horizon,R$151 a R$200
22/06/2019 01:23:46,Frequentemente,27,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 3770,Nvidia,GTX 1050,4 GB,Loja virtual,,,RPG/MMORPG,Atualmente World of Warcraft,R$1 a R$50
22/06/2019 01:26:12,Frequentemente,36,Homem,Mato Grosso – MT,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, RPG/MMORPG",Call of duty,R$1 a R$50
22/06/2019 01:27:15,Frequentemente,16,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,6 GB,Intel,i3 540 n lembro mais é por ae,Nvidia,GT 630,2 GB,Loja física,,,"Aventura, Corrida, Esporte, FPS/TPS, Mundo Aberto, Sobrevivência",Grande Theft Auto 5,R$1 a R$50
22/06/2019 01:30:24,Frequentemente,35,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"Playstation 3, Playstation 4, XBOX ONE, GPD XD, PS Vita, Nintendo Wii, Snes, PS2",Loja física,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Hunting Games (Monster Hunter, Lord of Arcana, God Eater, Etc)",Street Fighter 2: Turbo Edition,R$101 a R$150
22/06/2019 01:30:33,Regularmente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,"PSP, XBOX ONE",Loja virtual,"Aventura, Esporte, FPS/TPS, Mundo Aberto, Sobrevivência",Red dead redemption 2,R$1 a R$50
22/06/2019 01:34:12,Frequentemente,23,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,Intel,I7 7770k,Nvidia,GTX 980 Ti,6 GB,Loja física,,,"ARCADE, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Rust,R$1 a R$50
22/06/2019 01:34:22,Frequentemente,16,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Incompleto,Notebook,Sim,8 GB,Intel,I5 7700,Nvidia,940 mx,2 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA",Rainbow six,R$1 a R$50
22/06/2019 01:38:34,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, RPG/MMORPG",The elder scrolls V: Skyrim,Nada
22/06/2019 01:42:32,Raramente,25,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Forza,Nada
22/06/2019 01:47:30,Frequentemente,18,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD phenon x6,Nvidia,Nvidia gtx 750ti,2 GB,Loja física,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",League  of legends,Nada
22/06/2019 01:47:53,Frequentemente,36,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,"PSP, Playstation 4, XBOX ONE, Nintendo Switch, Nintendo 64, Super Nintendo e Nintendo 3DS",Loja virtual,"Aventura, Esporte, FPS/TPS, Mundo Aberto",Donkey Kong Country,R$51 a R$100
22/06/2019 01:48:33,Frequentemente,28,Outro,São Paulo – SP,Estuda e Trabalha,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6000,Nvidia,GTX 760 TI,2 GB,Loja virtual,,,"Aventura, RPG/MMORPG","Não sei, cada mês é um. Durante muito tempo foi GH, LOL e AOE",R$1 a R$50
22/06/2019 01:49:14,Frequentemente,26,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5-8400,Nvidia,GYX1060,6 GB,Loja virtual,,,"Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Tomb Raider,R$1 a R$50
22/06/2019 01:50:16,Frequentemente,26,Homem,Minas Gerais – MG,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i5 7600k,Nvidia,GTX 1060 ,6 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",League of Legends,mais de R$200
22/06/2019 01:51:14,Frequentemente,18,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Ryzen 3 2000g,AMD,Vega 8,2 GB,Loja virtual,,,RPG/MMORPG,Red Dead Redemption 2,R$51 a R$100
22/06/2019 01:53:07,Frequentemente,16,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Aventura, FPS/TPS, RPG/MMORPG",Battlefield 4,R$1 a R$50
22/06/2019 01:55:54,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Aventura, Esporte, FPS/TPS, Mundo Aberto",PUBG,R$151 a R$200
22/06/2019 02:03:03,Frequentemente,20,Homem,Mato Grosso do Sul – MS,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Aventura, Corrida, FPS/TPS, Mundo Aberto",Gears Of War,R$51 a R$100
22/06/2019 02:06:07,Frequentemente,20,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Esporte, FPS/TPS, RPG/MMORPG",Nba2k19,Nada
22/06/2019 02:09:15,Frequentemente,39,Homem,Paraná – PR,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7-4790,Nvidia,1080ti,mais de 8 GB,Loja física,,,"Mundo Aberto, RPG/MMORPG, estrategia",The Witcher 3,R$101 a R$150
22/06/2019 02:12:18,Frequentemente,19,Homem,Mato Grosso – MT,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I7 4770K,Nvidia,GTX 980Ti,6 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, Simulação",Half Life,R$1 a R$50
22/06/2019 02:14:56,Frequentemente,22,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,Intel,I5 8400,Nvidia,GTX 1050 TI,4 GB,Loja virtual,,,"FPS/TPS, MOBA",Counter Strike GO,R$1 a R$50
22/06/2019 02:16:22,Frequentemente,21,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Aventura, Corrida, FPS/TPS, Mundo Aberto, Sobrevivência, Terror",Halo 5,R$1 a R$50
22/06/2019 02:24:08,Frequentemente,17,Mulher,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,"XBOX 360, XBOX ONE",Loja física,"Aventura, Corrida, FPS/TPS, Terror",Forza Horizon 4 e Zelda Ocarina of time ,R$101 a R$150
22/06/2019 02:30:24,Frequentemente,14,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD A8 7800k,Nvidia,GTX 1050,2 GB,Loja virtual,,,"ARCADE, Corrida, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência",Counter Striker: Global Offensive,R$1 a R$50
22/06/2019 02:35:07,Frequentemente,18,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i9 9900k,Nvidia,RTX 2080 Ti,mais de 8 GB,Loja virtual,,,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Far Cry ,mais de R$200
22/06/2019 02:35:55,Frequentemente,21,Homem,Amapá – AP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, Mundo Aberto, Sobrevivência",Fortnite,mais de R$200
22/06/2019 02:38:05,Regularmente,21,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX 360, Ps2 e Nintendo64",Loja física,"Aventura, Terror",Bloodborne,R$101 a R$150
22/06/2019 02:43:09,Frequentemente,16,Homem,Paraná – PR,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,6 GB,AMD,Amd a6 6400k,Nvidia,Gtx 960,4 GB,Loja física,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",Skyrim,R$151 a R$200
22/06/2019 02:44:35,Frequentemente,20,Homem,Rio Grande do Sul – RS,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, Esporte, FPS/TPS, Sobrevivência",God of war,R$1 a R$50
22/06/2019 02:47:13,Frequentemente,17,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX ONE",Loja virtual,"FPS/TPS, Mundo Aberto, Simulação",Overwatch ,R$51 a R$100
22/06/2019 03:19:12,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I3 8100,Nvidia,1060 6gb,6 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",Cs...,R$1 a R$50
22/06/2019 03:37:53,Frequentemente,24,Homem,Rio Grande do Norte – RN,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,FPS/TPS,Apex Legends,Nada
22/06/2019 04:05:33,Frequentemente,50,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,Aventura,Destiny 2,R$51 a R$100
22/06/2019 04:08:50,Frequentemente,35,Homem,Pernambuco – PE,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Aventura, Mundo Aberto, RPG/MMORPG, Simulação",Final fantasy,R$1 a R$50
22/06/2019 04:15:00,Regularmente,18,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,i3 do fraco,Nvidia,Gt 610,2 GB,Loja física,,,"FPS/TPS, RPG/MMORPG, Sobrevivência","No monento eu jogo lol, mas n tem como colocad lol como jogo preferido",Nada
22/06/2019 05:02:47,Frequentemente,23,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Esporte, RPG/MMORPG",Life is strange,R$1 a R$50
22/06/2019 05:23:52,Regularmente,30,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Corrida, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência","Bf4, ac black flag",R$1 a R$50
22/06/2019 06:04:31,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,amd phenom x2,Nvidia,GTX 1050TI,4 GB,Loja virtual,,,Sobrevivência,NENHUM,Nada
22/06/2019 06:25:38,Frequentemente,14,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Notebook,Sim,2 GB,Intel,Intel Celeron B800,Nvidia,Não possui,1 GB,Loja física,,,"ARCADE, Aventura, FPS/TPS, MOBA, Mundo Aberto, Simulação",League of Legends,Nada
22/06/2019 06:29:02,Frequentemente,24,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"ARCADE, Aventura, Esporte, FPS/TPS, Luta, Mundo Aberto",Atualmente Mortal Kombat 11,R$101 a R$150
22/06/2019 06:29:31,Frequentemente,24,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i73770k,Nvidia,gtx970,4 GB,Loja virtual,,,FPS/TPS,BF4,Nada
22/06/2019 06:30:13,Frequentemente,17,Homem,Ceará – CE,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,g4400,Nvidia,gt 1030 sddr4,2 GB,Loja física,,,"RPG/MMORPG, Sobrevivência",League of Legends,Nada
22/06/2019 06:34:19,Frequentemente,36,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, Esporte, FPS/TPS, Mundo Aberto",Battlefield ,R$101 a R$150
22/06/2019 07:05:46,Frequentemente,22,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Esporte, FPS/TPS",R6,mais de R$200
