Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
20/06/2019 12:11:27,Regularmente,19,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Esporte, Mundo Aberto, RPG/MMORPG, Sobrevivência",The Witcher 3,Nada
20/06/2019 12:12:33,Regularmente,19,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,FPS/TPS,BATTLEFIELD EM GERAL,R$151 a R$200
20/06/2019 12:13:28,Raramente,19,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,"Aventura, Corrida, FPS/TPS",Gran Turismo 4,Nada
20/06/2019 12:16:24,Regularmente,17,Homem,Paraná – PR,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,intel core i5 2400,Nvidia,gtx 1050,2 GB,Loja física,,,"Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",Alien,Nada
20/06/2019 12:27:32,Raramente,18,Mulher,Distrito Federal – DF,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,nenhum no momento,Loja física,"Aventura, Corrida, Luta, Sobrevivência, Terror",Dead by daylight,Nada
20/06/2019 12:45:44,Frequentemente,18,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 6xxx,Nvidia,750ti,2 GB,Loja virtual,,,"ARCADE, Corrida, FPS/TPS, RPG/MMORPG, Simulação, Sobrevivência",Forza Horizon 4,R$101 a R$150
20/06/2019 14:33:12,Frequentemente,13,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,intel i5-2400,AMD,radeon rx550,2 GB,Loja virtual,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",GTA V,Nada
20/06/2019 16:04:19,Regularmente,21,Homem,Paraná – PR,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I7,Nvidia,GTX 1050,2 GB,Loja física,,,"Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",PUBG,R$1 a R$50
20/06/2019 16:11:14,Regularmente,18,Homem,Paraná – PR,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,"MOBA, RPG/MMORPG",DotA,Nada
20/06/2019 16:26:26,Regularmente,17,Homem,Mato Grosso – MT,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, Mundo Aberto, Sobrevivência",League of Legends,Nada
20/06/2019 17:55:07,Frequentemente,18,Outro,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,"FPS/TPS, MOBA, RPG/MMORPG",League of legends,Nada
20/06/2019 17:56:11,Frequentemente,24,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i3 8100,Nvidia,1050,2 GB,Loja virtual,,,MOBA,dota2,R$1 a R$50
20/06/2019 17:56:57,Frequentemente,13,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,6 GB,Intel,i5 2320,Nvidia,GTX750TI,2 GB,Loja virtual,,,FPS/TPS,CSGO,R$1 a R$50
20/06/2019 17:56:58,Regularmente,31,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 72000U,Nvidia,GeForce 440mx,2 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, Simulação, Terror",CSGO,R$51 a R$100
20/06/2019 17:57:01,Regularmente,16,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6300,Nvidia,GTX 1050 ASUS,2 GB,Loja virtual,,,FPS/TPS,CS:GO,R$1 a R$50
20/06/2019 17:57:04,Frequentemente,20,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I7 - 7700,Nvidia,GTX 1060,6 GB,Loja virtual,,,"FPS/TPS, MOBA",BF4,R$1 a R$50
20/06/2019 17:57:11,Regularmente,23,Homem,Mato Grosso – MT,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i7 7700k,Nvidia,GTX 1080,mais de 8 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",csgo,R$1 a R$50
20/06/2019 17:58:04,Frequentemente,28,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i7 7700k,Nvidia,Geforce GTX 1070,8 GB,Loja física,,,FPS/TPS,CS:GO,R$101 a R$150
20/06/2019 17:58:24,Raramente,21,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 4460,Nvidia,GTX 1050 ti,4 GB,Loja virtual,,,"FPS/TPS, RPG/MMORPG, Sobrevivência",Atualmente overwatch,Nada
20/06/2019 17:58:54,Frequentemente,13,Homem,Rio Grande do Sul – RS,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Fx 6300,Nvidia,Gtx 960,2 GB,Loja virtual,,,"Esporte, FPS/TPS, Mundo Aberto, Simulação",Fivem,Nada
20/06/2019 17:59:26,Frequentemente,17,Homem,Mato Grosso do Sul – MS,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,G4560,Nvidia,Gt 1030,2 GB,Loja virtual,,,"FPS/TPS, RPG/MMORPG",LOL e combat arms,R$1 a R$50
20/06/2019 17:59:32,Frequentemente,18,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i3-7100,Nvidia,1050ti,4 GB,Loja virtual,,,FPS/TPS,csgo,R$1 a R$50
20/06/2019 18:01:00,Frequentemente,15,Homem,Goiás – GO,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,r3 1200,Nvidia,gtx 970,4 GB,Loja virtual,,,FPS/TPS,csgo,R$51 a R$100
20/06/2019 18:01:41,Regularmente,22,Homem,Paraná – PR,Só Trabalha,Ensino Superior Completo,Notebook,Sim,8 GB,Intel,I5,Nvidia,Gtx 1050,4 GB,Loja física,,,FPS/TPS,Cs ,R$1 a R$50
20/06/2019 18:03:06,Regularmente,23,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,4 GB,Intel,GTX 1001,Nvidia,GTX 1001,4 GB,Loja física,,,FPS/TPS,CS go,Nada
20/06/2019 18:03:51,Frequentemente,15,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,R3 2200G,AMD,RX 570,4 GB,Loja virtual,,,FPS/TPS,CSGO,Nada
20/06/2019 18:04:58,Frequentemente,17,Mulher,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,intel i5 8600k,Nvidia,GTX 1060 ,6 GB,Loja virtual,,,FPS/TPS,cs:go,R$1 a R$50
20/06/2019 18:05:07,Regularmente,19,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel, Xeon® E5-2650 v2,Nvidia,gtx 960,4 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência","CS-GO,RUST,MINECRFAT,ARK",R$1 a R$50
20/06/2019 18:05:24,Frequentemente,16,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6300,AMD,RX 460,4 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, RTS - estratégia em tempo real",The Last Of Us /CS / R6 / Victoria 2,R$1 a R$50
20/06/2019 18:05:50,Frequentemente,29,Homem,Minas Gerais – MG,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3330,Nvidia,gtx 1050 ti ,4 GB,Loja virtual,,,MOBA,lol,Nada
20/06/2019 18:07:42,Frequentemente,30,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,intel 8700k,Nvidia,gtx 1060 ,6 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",Pokexgames,R$51 a R$100
20/06/2019 18:08:11,Frequentemente,16,Homem,Paraná – PR,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6100,AMD,Radeon 5450HD,1 GB,Loja física,,,"FPS/TPS, MOBA, Sobrevivência",CS:GO,R$1 a R$50
20/06/2019 18:09:32,Regularmente,20,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Superior Incompleto,Notebook,Sim,16 GB,Intel,I7 8750H,Nvidia,Gtx 1060,6 GB,Loja virtual,,,"Esporte, FPS/TPS, Mundo Aberto",CS GO,R$51 a R$100
20/06/2019 18:12:09,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 7400,Nvidia,GTX 1050 ,2 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto, Sobrevivência",CS:GO,R$1 a R$50
20/06/2019 18:12:36,Regularmente,19,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,AMD,Ryzen 7 1700,Nvidia,GTX 1050TI EXOC,4 GB,Loja virtual,,,"Aventura, Esporte, FPS/TPS",CS:GO,Nada
20/06/2019 18:14:53,Frequentemente,26,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,4 GB,AMD,fx-6300,AMD,r7 265,2 GB,Loja virtual,,,"Corrida, FPS/TPS, RPG/MMORPG, Simulação",Counter strike global offensive,R$1 a R$50
20/06/2019 18:15:02,Regularmente,19,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja virtual,"ARCADE, Esporte, Mundo Aberto, RPG/MMORPG",FIFA ,R$151 a R$200
20/06/2019 18:18:43,Frequentemente,28,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700k,Nvidia,1080ti,mais de 8 GB,Loja virtual,,,"FPS/TPS, MOBA",Counter Strike,mais de R$200
20/06/2019 18:18:54,Regularmente,22,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4460,AMD,RX 460,2 GB,Loja virtual,,,"ARCADE, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",CS:GO,Nada
20/06/2019 18:20:43,Frequentemente,25,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,E8600,Nvidia,Gtx 560ti,1 GB,Loja virtual,,,"ARCADE, Corrida, Esporte, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Pubg ,R$1 a R$50
20/06/2019 18:21:41,Frequentemente,14,Homem,Paraná – PR,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7600K,Nvidia,GTX 1050,2 GB,Loja física,,,"Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Ritmo",osu!,R$1 a R$50
20/06/2019 18:22:19,Frequentemente,15,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Notebook,Sim,8 GB,Intel,I5 7200,Nvidia,Nvidia 940mx 2gb dedicada,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Sobrevivência",Cs:go,Nada
20/06/2019 18:25:10,Raramente,24,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 4590,Nvidia,GTX 970 GIGABYTE WINDFORCE,4 GB,Loja virtual,,,"Corrida, FPS/TPS, RPG/MMORPG",CS,R$1 a R$50
20/06/2019 18:25:47,Frequentemente,19,Homem,Minas Gerais – MG,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 3470,Nvidia,GTX 1050,2 GB,Loja virtual,,,"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",CSGO,R$1 a R$50
20/06/2019 18:26:49,Frequentemente,27,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Outros (Celular),,,,,,,,,,,"MOBA, RPG/MMORPG, Simulação",Brawl Stars,R$1 a R$50
20/06/2019 18:29:20,Frequentemente,13,Homem,Santa Catarina – SC,Só Estuda,Ensino Fundamental Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,RPG/MMORPG,Undertale,R$51 a R$100
20/06/2019 18:29:55,Frequentemente,18,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,intel pentium g5400 ,Nvidia,Nvidia gtx 1050,2 GB,Loja virtual,,,"FPS/TPS, MOBA",League of Legends,Nada
20/06/2019 18:32:17,Frequentemente,23,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 2600,Nvidia,GTX 1060,6 GB,Loja física,,,"Corrida, Esporte, FPS/TPS, Simulação",CS GO,R$51 a R$100
20/06/2019 18:32:38,Frequentemente,18,Homem,Santa Catarina – SC,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 4590,Nvidia,1050ti,4 GB,Loja virtual,,,FPS/TPS,CSGO,R$1 a R$50
20/06/2019 18:43:08,Frequentemente,20,Mulher,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,Intel i5,Nvidia,Nvidia gtx 1060ti,6 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência",Csgo,R$1 a R$50
20/06/2019 18:43:58,Frequentemente,20,Mulher,São Paulo – SP,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 9700k,Nvidia,gtx 1060 6gb,6 GB,Loja virtual,,,FPS/TPS,cs ,R$51 a R$100
20/06/2019 18:46:24,Regularmente,16,Homem,Paraná – PR,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,2 GB,Intel,Pentium ,Nvidia,Gt210,1 GB,Loja física,,,"Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência",God of war,R$51 a R$100
20/06/2019 18:47:49,Frequentemente,31,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Completo,Notebook,Sim,8 GB,Intel,i7,AMD,Radeon,2 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Card game ",Hearthstone ,R$51 a R$100
20/06/2019 18:48:15,Regularmente,30,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Completo,Notebook,Sim,8 GB,Intel,i5,Nvidia,Nvidia GTX 960,2 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS",CS : GO,Nada
20/06/2019 18:50:56,Frequentemente,14,Homem,Rondônia – RO,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Rizen 5 2400g,AMD,Vega 11,2 GB,Loja virtual,,,"Aventura, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",Nem eu sei,R$1 a R$50
20/06/2019 18:57:53,Frequentemente,19,Homem,Paraíba – PB,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 4770,Nvidia,GTX 1060,6 GB,Loja virtual,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Ritmo/Música",World of Warcraft,R$1 a R$50
20/06/2019 19:00:50,Frequentemente,23,Mulher,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i7 9700k,Nvidia,gtx 960,2 GB,Loja virtual,,,"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",CS:GO,R$1 a R$50
20/06/2019 19:02:49,Frequentemente,18,Homem,São Paulo – SP,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,6 GB,AMD,Fx 6800,Nvidia,Gtx 760ti,2 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Cs.go,Nada
20/06/2019 19:05:27,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Inte Pentium dual core ,Nvidia,Gt 710 1,1 GB,Loja física,,,"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Estratégia",LoL,R$1 a R$50
20/06/2019 19:06:28,Frequentemente,18,Homem,Distrito Federal – DF,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja virtual,RPG/MMORPG,The Last of Us,R$51 a R$100
20/06/2019 19:11:12,Frequentemente,20,Homem,Rio Grande do Norte – RN,Estuda e Trabalha,Ensino Superior Incompleto,Notebook,Sim,16 GB,Intel,i7 7700HQ,Nvidia,GTX 1050 ti,4 GB,Loja física,,,"Aventura, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror",LoL,Nada
20/06/2019 19:11:13,Frequentemente,21,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i5 6400,Nvidia,GTX 1060 ,6 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG",Counter Strike: Global Offensive,R$1 a R$50
20/06/2019 19:20:04,Frequentemente,17,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Completo,Notebook,Sim,4 GB,Intel,dual core ,Nvidia,placa de vídeo integrada ao processadorr,2 GB,Loja física,,,RPG/MMORPG,PokeXGames,R$1 a R$50
20/06/2019 19:21:28,Frequentemente,17,Homem,Rio Grande do Sul – RS,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i5 7400,Nvidia,GTX 1060,6 GB,Loja virtual,,,"Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência, Terror",CSGO,R$51 a R$100
20/06/2019 19:28:57,Regularmente,20,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 2440 ,Nvidia,GTX 710,2 GB,Loja física,,,FPS/TPS,CS GO,Nada
20/06/2019 19:32:56,Frequentemente,19,Homem,Ceará – CE,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i5-8400,Nvidia,GTX 970,4 GB,Loja virtual,,,"ARCADE, Corrida, Esporte, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",CS:GO,R$1 a R$50
20/06/2019 19:41:53,Frequentemente,15,Mulher,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Pentium G456,Nvidia,1050ti,4 GB,Loja física,,,"Luta, Simulação",Cs Go ,R$1 a R$50
20/06/2019 19:41:56,Frequentemente,15,Mulher,São Paulo – SP,Só Estuda,Ensino Fundamental Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Pentium G456,Nvidia,1050ti,4 GB,Loja física,,,"Luta, Simulação",Cs Go ,R$1 a R$50
20/06/2019 19:43:48,Frequentemente,20,Homem,Paraíba – PB,Estuda e Trabalha,Ensino Superior Incompleto,Notebook,Sim,4 GB,Intel,i3 5500,Nvidia,Intel grapics,1 GB,Loja virtual,,,"ARCADE, FPS/TPS, MOBA",League of Legends,R$51 a R$100
20/06/2019 19:51:47,Frequentemente,20,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5 7400,AMD,R7 370 ,4 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Far Cry 3,R$1 a R$50
20/06/2019 19:59:38,Raramente,16,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Médio Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,FPS/TPS,CSGO,Nada
20/06/2019 20:00:23,Regularmente,19,Homem,Santa Catarina – SC,Só Estuda,Ensino Médio Completo,Notebook,Sim,8 GB,Intel,I5-8250u,Nvidia,Mx150,2 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG",Skyrim,R$1 a R$50
20/06/2019 20:04:17,Regularmente,33,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Notebook,Sim,16 GB,Intel,I7 7700 HQ,Nvidia,Gtx 1050TI,4 GB,Loja virtual,,,"ARCADE, Esporte, FPS/TPS",CSGO,R$1 a R$50
20/06/2019 20:07:38,Frequentemente,17,Homem,Santa Catarina – SC,Estuda e Trabalha,Ensino Médio Completo,Notebook,Sim,8 GB,Intel,"i5 7200u 2,5ghz",Nvidia,gtx 940mx,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Terror","CSGO, FORTNITE",Nada
20/06/2019 20:08:48,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i5 2310,Nvidia,GTX 650,2 GB,Loja física,,,FPS/TPS,CS:GO,R$1 a R$50
20/06/2019 20:18:04,Frequentemente,16,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,rysen 3 2200g,AMD,vega 8,2 GB,Loja virtual,,,FPS/TPS,cs-go,R$151 a R$200
20/06/2019 20:21:49,Frequentemente,22,Homem,Espírito Santo – ES,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,AMD,Fx8350,AMD,Rx470,4 GB,Loja virtual,,,"Corrida, Esporte, FPS/TPS, MOBA, Mundo Aberto, Simulação, Sobrevivência",CS Go,R$1 a R$50
20/06/2019 20:24:38,Frequentemente,1,Homem,Goiás – GO,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,6 GB,AMD,dsa,Nvidia,adw,2 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",minecraft,R$1 a R$50
20/06/2019 20:25:50,Regularmente,20,Homem,Minas Gerais – MG,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i7 7700,AMD,RX 580,8 GB,Loja virtual,,,"Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Tomb Raider,R$1 a R$50
20/06/2019 20:27:38,Frequentemente,15,Homem,Alagoas – AL,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,Ryzen 3 2200g,AMD,Integrada vega 8,2 GB,Loja virtual,,,FPS/TPS,Counter strike global offensive,Nada
20/06/2019 20:29:04,Frequentemente,20,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Incompleto,Notebook,Sim,8 GB,Intel,Intel: i5 7400,Nvidia,Intel ghaphics 620,2 GB,Loja virtual,,,FPS/TPS,CS:GO,Nada
20/06/2019 20:35:59,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i5 8400,Nvidia,gtx 1050,4 GB,Loja virtual,,,"FPS/TPS, MOBA, Sobrevivência",counter strike,R$1 a R$50
20/06/2019 20:40:28,Regularmente,21,Homem,São Paulo – SP,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 3,Loja física,"ARCADE, Aventura, Luta, Mundo Aberto, RPG/MMORPG",Saint Seiya - Brave Soldiers,R$1 a R$50
20/06/2019 20:42:22,Frequentemente,21,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7600k,Nvidia,GTX 1060,6 GB,Loja virtual,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG",CsGO,R$51 a R$100
20/06/2019 20:44:21,Frequentemente,17,Homem,Paraná – PR,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I7 5500,Nvidia,GTX 920M,2 GB,Loja física,,,"Aventura, FPS/TPS, Mundo Aberto",CS:GO,Nada
20/06/2019 20:48:32,Frequentemente,23,Homem,Minas Gerais – MG,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,I7 9900k,Nvidia,Ex 2080,mais de 8 GB,Loja virtual,,,"FPS/TPS, RPG/MMORPG",CS GO,mais de R$200
20/06/2019 20:52:07,Frequentemente,19,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i7 8700k,Nvidia,1080,8 GB,Loja virtual,,,FPS/TPS,CS GO,R$1 a R$50
20/06/2019 20:52:50,Frequentemente,20,Homem,Mato Grosso – MT,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,I3 8100,AMD,AMD: RX 580,8 GB,Loja virtual,,,FPS/TPS,CSGO,Nada
20/06/2019 21:00:12,Raramente,25,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Outros (Celular),,,,,,,,,,,"Corrida, FPS/TPS, Mundo Aberto, RPG/MMORPG",Zelda Breath of the wild ,Nada
20/06/2019 21:20:13,Regularmente,22,Homem,São Paulo – SP,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 7400,Nvidia,GALAX 1050TI,4 GB,Loja virtual,,,"Aventura, FPS/TPS, MOBA, Sobrevivência",Counter Strike GO,Nada
20/06/2019 21:20:49,Regularmente,18,Homem,Goiás – GO,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Aventura, Corrida, FPS/TPS, MOBA",Não tenho jogo favorito.,R$1 a R$50
